# corpus-twin-fold-latest — Sound Arc IV r11 · stamp 20260727.232702
# Law: latest-wins across T1–T7 shelves; columns: witness\tverdict\tvia_shelf\trest…
# Not a fresh twin run — a fold of measured shelves for the saga pane.
glow_rune_calln_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_rune_cell_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_rune_core_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_rune_list_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_rune_quad_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_rune_shape_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_rune_triple_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_sample_argv_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_sample_demo_fact_line_lits_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_sample_demo_fixture_lits_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_sensors_grant_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_append_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_claim_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_demo_fixture_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_digest_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_fields_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_fold_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_line_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_replay_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_sign_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_seva_b0_typed_append_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_storage_scope_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_text_floor_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_tokens_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
glow_truth_semantics_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_device_wire.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_exchange.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_exchange_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_lap1.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_lap2.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_lap3.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_resin_wire.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_settle_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_steward_sight_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_steward_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_weave_settle.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
granary_weave_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_books_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_bs_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_cash_account_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_cash_flow_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_chart_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_exception_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_journal_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_lap1.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_lap2.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_lap4.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_lap5.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_lap6.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_lap7.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_memo_prefix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_pnl_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap10.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap11.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap2.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap3.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap4.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap5.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap6.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap7.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap8.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sight_view_lap9.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_sum_amounts_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
dimeroll_tb_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
hawm0_boot_harvest_chain_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	1	1
hawm0_boot_harvest_onpath_host.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	1	1
hawm0_boot_onpath_host.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	1	1
hawm0_emulator_serial_pin_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
hawm1_seva_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	1	1
hawm3_seva_device_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	1	1
hawm_harvest_session_root_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
hawm_log_harvest_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	1	1
hearth_lulu0_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
hearth_lulu1_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
hearth_lulu2_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
hearth_lulu3_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
hearth_lulu4_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
hearth_lulu5_witness.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
identity_check.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_apps_prefix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_dimeroll_prefix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_max_lines_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_min_lines_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_path_suffix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_prefix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_rish_tools_prefix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_rish_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_rye_apps_prefix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_rye_dimeroll_prefix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_rye_prefix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_sum_lines_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_tools_prefix_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_anvil_corpus_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap10.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap11.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap12.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap13.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap14.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap15.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap2.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap3.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap4.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap5.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap6.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap7.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap8.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_sight_lap9.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap10.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap11.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap12.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap13.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap14.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap15.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap16.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap17.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap2.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap3.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap4.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap5.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
